2026-08-26 09:11:41,583 | INFO     | web_demo.http | 127.0.0.1:49509 - "GET / HTTP/1.1" 200 -
2026-08-28 09:31:55,795 | INFO     | web_demo.http | 127.0.0.1:63527 - "GET /style.css HTTP/1.1" 200 -
2026-08-28 09:31:55,826 | INFO     | web_demo.http | 127.0.0.1:63250 - "POST /api/browser-session/register HTTP/1.1" 200 -
2026-08-28 09:31:56,009 | INFO     | web_demo.http | 127.0.0.1:52650 - "GET /api/clip/presets HTTP/1.1" 200 -
2026-08-28 09:31:56,010 | INFO     | web_demo.http | 127.0.0.1:54101 - "GET /favicon.ico HTTP/1.1" 404 -
2026-08-28 09:31:56,072 | INFO     | web_demo.http | 127.0.0.1:54003 - "GET /api/config HTTP/1.1" 200 -
2026-08-28 09:31:56,084 | INFO     | web_demo.http | 127.0.0.1:55812 - "GET /api/prompt-config/image HTTP/1.1" 200 -
2026-08-28 09:31:56,095 | INFO     | web_demo.http | 127.0.0.1:49747 - "GET /api/prompt-config/image_edit HTTP/1.1" 200 -
2026-08-28 09:31:56,104 | INFO     | web_demo.http | 127.0.0.1:61086 - "GET /api/prompt-config/video HTTP/1.1" 200 -
2026-08-28 09:31:56,111 | INFO     | web_demo.http | 127.0.0.1:64595 - "GET /api/comfy/config HTTP/1.1" 200 -
2026-08-28 09:31:56,162 | INFO     | web_demo.http | 127.0.0.1:55536 - "GET /api/comfy/templates HTTP/1.1" 200 -
2026-08-28 09:32:01,023 | INFO     | web_demo.http | 127.0.0.1:52204 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:32:06,010 | INFO     | web_demo.http | 127.0.0.1:61772 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:32:11,020 | INFO     | web_demo.http | 127.0.0.1:49699 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:32:16,011 | INFO     | web_demo.http | 127.0.0.1:49828 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:32:19,948 | INFO     | web_demo.http | 127.0.0.1:62828 - "POST /api/browser-session/close HTTP/1.1" 200 -
2026-08-28 09:32:19,954 | INFO     | web_demo.http | 127.0.0.1:62638 - "POST /api/browser-session/close HTTP/1.1" 200 -
2026-08-28 09:32:38,976 | INFO     | web_demo.http | 127.0.0.1:56056 - "GET / HTTP/1.1" 200 -
2026-08-28 09:32:39,302 | INFO     | web_demo.http | 127.0.0.1:51895 - "GET / HTTP/1.1" 200 -
2026-08-28 09:32:39,324 | INFO     | web_demo.http | 127.0.0.1:50566 - "GET /style.css HTTP/1.1" 200 -
2026-08-28 09:32:39,326 | INFO     | web_demo.http | 127.0.0.1:51302 - "GET /app.js HTTP/1.1" 200 -
2026-08-28 09:32:39,367 | INFO     | web_demo.http | 127.0.0.1:56665 - "POST /api/browser-session/register HTTP/1.1" 200 -
2026-08-28 09:32:39,522 | INFO     | web_demo.http | 127.0.0.1:51017 - "GET /api/clip/presets HTTP/1.1" 200 -
2026-08-28 09:32:39,573 | INFO     | web_demo.http | 127.0.0.1:55812 - "GET /api/config HTTP/1.1" 200 -
2026-08-28 09:32:39,587 | INFO     | web_demo.http | 127.0.0.1:56017 - "GET /api/prompt-config/image HTTP/1.1" 200 -
2026-08-28 09:32:39,595 | INFO     | web_demo.http | 127.0.0.1:50576 - "GET /api/prompt-config/image_edit HTTP/1.1" 200 -
2026-08-28 09:32:39,603 | INFO     | web_demo.http | 127.0.0.1:62800 - "GET /api/prompt-config/video HTTP/1.1" 200 -
2026-08-28 09:32:39,611 | INFO     | web_demo.http | 127.0.0.1:51851 - "GET /api/comfy/config HTTP/1.1" 200 -
2026-08-28 09:32:39,626 | INFO     | web_demo.http | 127.0.0.1:53800 - "GET /api/comfy/templates HTTP/1.1" 200 -
2026-08-28 09:32:44,839 | INFO     | web_demo.http | 127.0.0.1:50376 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:32:49,538 | INFO     | web_demo.http | 127.0.0.1:49647 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:32:54,539 | INFO     | web_demo.http | 127.0.0.1:51964 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:32:59,524 | INFO     | web_demo.http | 127.0.0.1:58111 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:33:04,527 | INFO     | web_demo.http | 127.0.0.1:58144 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:33:09,521 | INFO     | web_demo.http | 127.0.0.1:60890 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:33:14,522 | INFO     | web_demo.http | 127.0.0.1:53446 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:33:19,525 | INFO     | web_demo.http | 127.0.0.1:57600 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:33:24,531 | INFO     | web_demo.http | 127.0.0.1:57727 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:33:29,530 | INFO     | web_demo.http | 127.0.0.1:60492 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:33:34,528 | INFO     | web_demo.http | 127.0.0.1:56019 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:33:40,265 | INFO     | web_demo.http | 127.0.0.1:52682 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:33:45,275 | INFO     | web_demo.http | 127.0.0.1:63090 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:33:50,263 | INFO     | web_demo.http | 127.0.0.1:63610 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:33:55,276 | INFO     | web_demo.http | 127.0.0.1:64809 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:34:00,277 | INFO     | web_demo.http | 127.0.0.1:62864 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:34:05,274 | INFO     | web_demo.http | 127.0.0.1:60913 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:34:10,263 | INFO     | web_demo.http | 127.0.0.1:54349 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:34:15,274 | INFO     | web_demo.http | 127.0.0.1:62089 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:34:20,266 | INFO     | web_demo.http | 127.0.0.1:56640 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:34:25,269 | INFO     | web_demo.http | 127.0.0.1:57158 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:34:30,266 | INFO     | web_demo.http | 127.0.0.1:65244 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:34:35,276 | INFO     | web_demo.http | 127.0.0.1:62277 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:34:44,267 | INFO     | web_demo.http | 127.0.0.1:62820 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:44:13,572 | INFO     | web_demo.http | 127.0.0.1:53333 - "GET / HTTP/1.1" 200 -
2026-08-28 09:44:13,915 | INFO     | web_demo.http | 127.0.0.1:56144 - "GET / HTTP/1.1" 200 -
2026-08-28 09:44:13,945 | INFO     | web_demo.http | 127.0.0.1:49948 - "GET /style.css HTTP/1.1" 200 -
2026-08-28 09:44:13,946 | INFO     | web_demo.http | 127.0.0.1:52688 - "GET /app.js HTTP/1.1" 200 -
2026-08-28 09:44:13,989 | INFO     | web_demo.http | 127.0.0.1:55964 - "POST /api/browser-session/register HTTP/1.1" 200 -
2026-08-28 09:44:14,151 | INFO     | web_demo.http | 127.0.0.1:62223 - "GET /api/clip/presets HTTP/1.1" 200 -
2026-08-28 09:44:14,199 | INFO     | web_demo.http | 127.0.0.1:58961 - "GET /api/config HTTP/1.1" 200 -
2026-08-28 09:44:14,212 | INFO     | web_demo.http | 127.0.0.1:57299 - "GET /api/prompt-config/image HTTP/1.1" 200 -
2026-08-28 09:44:14,221 | INFO     | web_demo.http | 127.0.0.1:63175 - "GET /api/prompt-config/image_edit HTTP/1.1" 200 -
2026-08-28 09:44:14,230 | INFO     | web_demo.http | 127.0.0.1:50559 - "GET /api/prompt-config/video HTTP/1.1" 200 -
2026-08-28 09:44:14,238 | INFO     | web_demo.http | 127.0.0.1:64344 - "GET /api/comfy/config HTTP/1.1" 200 -
2026-08-28 09:44:14,253 | INFO     | web_demo.http | 127.0.0.1:52771 - "GET /api/comfy/templates HTTP/1.1" 200 -
2026-08-28 09:44:19,158 | INFO     | web_demo.http | 127.0.0.1:61779 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:44:24,159 | INFO     | web_demo.http | 127.0.0.1:59577 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:44:29,157 | INFO     | web_demo.http | 127.0.0.1:61462 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:44:34,152 | INFO     | web_demo.http | 127.0.0.1:52750 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 09:44:39,126 | INFO     | web_demo.http | 127.0.0.1:53484 - "POST /api/app/terminate HTTP/1.1" 200 -
2026-08-28 14:53:40,784 | INFO     | web_demo.http | 127.0.0.1:61741 - "GET / HTTP/1.1" 200 -
2026-08-28 14:53:41,483 | INFO     | web_demo.http | 127.0.0.1:54315 - "GET / HTTP/1.1" 200 -
2026-08-28 14:53:41,528 | INFO     | web_demo.http | 127.0.0.1:61794 - "GET /style.css HTTP/1.1" 200 -
2026-08-28 14:53:41,537 | INFO     | web_demo.http | 127.0.0.1:50840 - "GET /app.js HTTP/1.1" 200 -
2026-08-28 14:53:41,586 | INFO     | web_demo.http | 127.0.0.1:62967 - "POST /api/browser-session/register HTTP/1.1" 200 -
2026-08-28 14:53:41,784 | INFO     | web_demo.http | 127.0.0.1:65024 - "GET /api/clip/presets HTTP/1.1" 200 -
2026-08-28 14:53:41,787 | INFO     | web_demo.http | 127.0.0.1:59593 - "GET /favicon.ico HTTP/1.1" 404 -
2026-08-28 14:53:41,854 | INFO     | web_demo.http | 127.0.0.1:50386 - "GET /api/config HTTP/1.1" 200 -
2026-08-28 14:53:41,877 | INFO     | web_demo.http | 127.0.0.1:63698 - "GET /api/prompt-config/image HTTP/1.1" 200 -
2026-08-28 14:53:41,889 | INFO     | web_demo.http | 127.0.0.1:61018 - "GET /api/prompt-config/image_edit HTTP/1.1" 200 -
2026-08-28 14:53:41,905 | INFO     | web_demo.http | 127.0.0.1:62941 - "GET /api/prompt-config/video HTTP/1.1" 200 -
2026-08-28 14:53:41,915 | INFO     | web_demo.http | 127.0.0.1:57852 - "GET /api/comfy/config HTTP/1.1" 200 -
2026-08-28 14:53:41,980 | INFO     | web_demo.http | 127.0.0.1:57286 - "GET /api/comfy/templates HTTP/1.1" 200 -
2026-08-28 14:53:46,785 | INFO     | web_demo.http | 127.0.0.1:62225 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:53:51,808 | INFO     | web_demo.http | 127.0.0.1:55305 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:53:56,785 | INFO     | web_demo.http | 127.0.0.1:52980 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:54:01,777 | INFO     | web_demo.http | 127.0.0.1:64648 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:54:06,790 | INFO     | web_demo.http | 127.0.0.1:64346 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:54:11,786 | INFO     | web_demo.http | 127.0.0.1:62449 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:54:16,787 | INFO     | web_demo.http | 127.0.0.1:54176 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:54:21,780 | INFO     | web_demo.http | 127.0.0.1:56359 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:54:26,789 | INFO     | web_demo.http | 127.0.0.1:50669 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:54:31,796 | INFO     | web_demo.http | 127.0.0.1:61296 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:54:36,792 | INFO     | web_demo.http | 127.0.0.1:57715 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:54:41,792 | INFO     | web_demo.http | 127.0.0.1:60123 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:54:46,781 | INFO     | web_demo.http | 127.0.0.1:58120 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:54:51,786 | INFO     | web_demo.http | 127.0.0.1:59878 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:54:56,792 | INFO     | web_demo.http | 127.0.0.1:60045 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:55:01,780 | INFO     | web_demo.http | 127.0.0.1:56564 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:55:06,777 | INFO     | web_demo.http | 127.0.0.1:54637 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:55:11,783 | INFO     | web_demo.http | 127.0.0.1:61879 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:55:16,790 | INFO     | web_demo.http | 127.0.0.1:56620 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:55:21,778 | INFO     | web_demo.http | 127.0.0.1:58207 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:55:26,797 | INFO     | web_demo.http | 127.0.0.1:61280 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:55:31,794 | INFO     | web_demo.http | 127.0.0.1:60591 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:55:36,790 | INFO     | web_demo.http | 127.0.0.1:53769 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:55:41,789 | INFO     | web_demo.http | 127.0.0.1:62141 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:55:46,788 | INFO     | web_demo.http | 127.0.0.1:61753 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:55:51,779 | INFO     | web_demo.http | 127.0.0.1:60611 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:55:56,790 | INFO     | web_demo.http | 127.0.0.1:54315 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:56:01,786 | INFO     | web_demo.http | 127.0.0.1:61537 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:56:06,786 | INFO     | web_demo.http | 127.0.0.1:57920 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:56:11,790 | INFO     | web_demo.http | 127.0.0.1:63531 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:56:16,787 | INFO     | web_demo.http | 127.0.0.1:57040 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:56:21,785 | INFO     | web_demo.http | 127.0.0.1:51487 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:56:26,780 | INFO     | web_demo.http | 127.0.0.1:52847 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:56:31,793 | INFO     | web_demo.http | 127.0.0.1:57278 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:56:36,787 | INFO     | web_demo.http | 127.0.0.1:56595 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:56:41,793 | INFO     | web_demo.http | 127.0.0.1:64376 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:56:46,785 | INFO     | web_demo.http | 127.0.0.1:60754 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:56:51,778 | INFO     | web_demo.http | 127.0.0.1:52935 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:56:56,786 | INFO     | web_demo.http | 127.0.0.1:60846 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:57:01,784 | INFO     | web_demo.http | 127.0.0.1:62156 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:57:06,779 | INFO     | web_demo.http | 127.0.0.1:62785 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:57:11,787 | INFO     | web_demo.http | 127.0.0.1:60032 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:57:16,791 | INFO     | web_demo.http | 127.0.0.1:59513 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:57:21,782 | INFO     | web_demo.http | 127.0.0.1:51944 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:57:26,790 | INFO     | web_demo.http | 127.0.0.1:49692 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:57:31,793 | INFO     | web_demo.http | 127.0.0.1:59008 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:57:36,778 | INFO     | web_demo.http | 127.0.0.1:65070 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:57:41,795 | INFO     | web_demo.http | 127.0.0.1:51347 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:57:46,785 | INFO     | web_demo.http | 127.0.0.1:58123 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:57:51,779 | INFO     | web_demo.http | 127.0.0.1:51002 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:57:56,792 | INFO     | web_demo.http | 127.0.0.1:63049 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:58:01,781 | INFO     | web_demo.http | 127.0.0.1:51471 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:58:06,777 | INFO     | web_demo.http | 127.0.0.1:62128 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
2026-08-28 14:58:11,782 | INFO     | web_demo.http | 127.0.0.1:59773 - "POST /api/browser-session/heartbeat HTTP/1.1" 200 -
